mask	representative
5516	0 0 1 -1 0 0 0 1 -1 0 -1 0 1 0 0 0 0
5516	0 0 1 1 0 -2 -2 1 -1 0 -1 -2 1 0 0 0 0
5516	2 0 1 1 2 -4 -6 3 -1 2 -1 -4 -1 4 -2 -2 -4
5519	1 -1 1 -1 0 0 0 1 -1 0 -1 0 1 0 0 0 0
5519	1 -1 -1 -1 0 2 2 -1 1 0 1 2 -1 0 0 0 0
5519	1 1 1 1 2 -4 -6 3 -1 2 -1 -4 -1 4 -2 -2 -4
5519	3 -1 1 1 2 -2 -4 1 -3 0 1 -2 -1 0 -2 0 -2
5549	1 0 1 1 2 -5 -6 3 -1 2 -1 -4 -1 4 -2 -2 -4
5549	3 -2 1 1 2 -1 -2 1 -3 0 1 -2 -1 0 -2 0 -2
5549	1 0 1 1 4 -3 -6 1 -3 0 1 -4 -1 2 -2 0 -2
5549	1 0 1 1 2 -1 -4 1 -1 2 1 -2 -1 2 -2 0 -2
5554	0 1 0 0 1 -3 -4 1 1 2 -1 -2 -1 4 -2 -2 -2
5554	2 -1 0 0 1 -1 -2 1 -1 0 1 -2 -1 0 -2 0 -2
5554	0 1 0 2 3 -3 -6 1 -1 2 1 -4 -1 2 -2 0 -2
5554	0 1 0 2 1 -3 -4 1 -1 2 -1 -2 -1 2 -2 0 -2
5571	1 1 2 2 4 -6 -9 3 -3 2 -1 -6 -1 4 -4 -2 -4
5571	3 -1 0 0 2 -2 -3 1 -3 0 1 -2 -1 0 -2 0 -2
5571	1 -1 0 0 2 -2 -3 1 -1 2 1 -2 -1 2 -2 0 -2
5571	1 -1 0 -2 0 2 3 -1 -1 -2 1 2 1 -2 2 0 2
5593	1 0 0 -1 1 0 -1 -1 -1 0 1 0 -1 0 -2 0 0
5593	1 0 0 1 1 -2 -3 1 -1 2 1 -2 -1 2 -2 0 -2
5593	1 0 0 1 3 0 -3 -1 -3 0 3 -2 -1 -2 -2 2 0
5593	1 -2 0 -1 -1 2 3 -1 -1 -2 1 2 1 -2 2 0 2
5596	0 0 1 1 -1 0 -1 1 -1 0 -1 0 1 0 0 0 0
5596	2 0 1 1 3 -2 -5 1 -3 0 1 -4 -1 0 -2 0 -2
5596	2 0 1 1 3 -2 -5 1 -3 0 1 -4 -1 2 -2 0 -2
5596	0 0 1 1 1 -2 -3 1 -1 2 1 -2 -1 2 -2 0 -2
5606	0 1 1 0 2 -1 -3 -1 -1 0 1 -2 -1 0 -2 0 0
5606	0 1 -1 0 0 1 1 -1 1 0 1 0 -1 0 0 0 0
5606	2 -1 1 0 2 -1 -3 1 -3 0 1 -2 -1 0 -2 0 -2
5606	2 -1 1 2 2 -1 -3 1 -3 0 1 -2 -1 0 -2 0 -2
5608	0 0 0 1 2 -1 -3 -1 -1 0 1 -2 -1 0 -2 0 0
5608	0 0 0 1 2 -1 -3 1 -1 2 1 -2 -1 2 -2 0 -2
5608	0 0 0 1 0 -1 -1 1 -1 0 -1 0 1 0 0 0 0
5608	0 0 0 1 0 1 1 -1 1 0 1 0 -1 0 0 0 0
5612	0 0 1 1 2 -1 -3 -1 -1 0 1 -2 -1 0 -2 0 0
5612	0 0 1 -1 0 -1 -1 1 -1 0 -1 0 1 0 0 0 0
5612	0 0 1 1 0 -1 -1 1 -1 0 -1 -2 1 0 0 0 0
5612	2 -2 1 1 2 -1 -3 1 -3 0 1 -2 -1 0 -2 0 -2
5628	0 0 1 1 1 -1 -3 -1 -1 0 1 -2 -1 0 -2 0 0
5628	0 0 1 1 -1 -1 -1 1 -1 0 -1 0 1 0 0 0 0
5628	2 0 1 1 3 -3 -5 1 -3 0 1 -4 -1 0 -2 0 -2
5628	2 -2 1 1 3 -1 -3 1 -3 0 1 -2 -1 0 -2 0 -2
5660	2 0 1 1 3 -4 -6 2 -2 1 -1 -4 -1 4 -2 -2 -4
5660	2 -2 -1 -1 1 2 2 -2 0 -1 1 2 1 -2 0 0 0
5660	0 0 1 1 -1 -2 -2 2 0 1 -1 -2 -1 2 0 0 0
5660	0 0 1 1 -1 0 0 2 0 1 -1 0 -1 0 0 0 0
5680	2 0 2 2 5 -3 -8 2 -4 1 1 -6 -1 2 -4 0 -4
5680	0 0 0 0 1 1 0 -2 0 -1 1 0 1 -2 0 0 0
5680	0 0 0 0 1 1 0 -2 0 -1 1 0 1 0 0 0 0
5680	0 0 0 0 1 -1 -2 0 0 1 1 -2 -1 0 -2 0 0
5684	2 -2 -1 -2 1 1 2 -2 0 -1 1 2 1 -2 0 0 0
5684	0 0 1 0 -1 -1 0 2 0 1 -1 0 -1 0 0 0 0
5684	0 2 1 2 3 -5 -8 2 -2 1 -1 -6 -1 4 -2 -2 -2
5684	0 0 1 0 1 -1 -2 0 0 1 1 -2 -1 0 -2 0 0
5702	2 -1 -1 -2 0 2 3 -2 0 -1 1 2 1 -2 0 0 0
5702	0 1 1 0 0 -2 -3 2 0 1 -1 -2 -1 2 0 0 0
5702	0 1 1 2 0 -2 -3 2 -2 1 -1 -2 -1 2 0 0 0
5702	0 1 1 2 2 -4 -7 2 -2 1 -1 -4 -1 4 -2 -2 -2
5717	1 0 1 2 3 -2 -5 0 -2 1 1 -4 -1 2 -2 0 -2
5717	1 -2 -1 -2 1 2 3 -2 0 -1 1 2 1 -2 0 0 0
5717	1 0 1 0 1 -2 -3 2 0 1 -1 -2 -1 2 -2 -2 -2
5717	1 0 1 0 1 -2 -3 0 -2 1 1 -2 -1 0 -2 0 0
5726	2 -1 1 1 3 0 -3 0 -2 -1 1 -2 -1 0 -2 0 -2
5726	0 1 1 1 1 -2 -3 0 0 1 -1 -2 -1 2 -2 0 -2
5726	0 1 1 1 1 -2 -3 2 -2 1 -1 -2 -1 2 0 0 0
5726	0 1 1 1 -1 -2 -3 2 0 1 -1 -2 -1 2 0 0 0
5772	0 2 1 1 2 -4 -6 1 0 1 -1 -4 -1 4 -2 -2 -2
5772	0 0 1 1 0 -2 -2 1 -2 -1 -1 -2 1 0 0 0 0
5772	2 0 1 1 2 -4 -6 3 -2 1 -1 -4 -1 4 -2 -2 -4
5772	2 0 1 1 2 -2 -4 1 -2 1 1 -2 -1 0 -2 0 -2
5780	0 0 1 0 -1 0 0 1 0 1 -1 0 1 0 0 0 0
5780	0 0 1 0 1 -2 -2 1 -2 -1 -1 -2 1 0 0 0 0
5780	2 0 1 0 3 -4 -6 3 -2 1 -1 -4 -1 4 -2 -2 -4
5780	0 0 1 2 3 -2 -6 1 -2 1 1 -4 -1 2 -2 0 -2
5789	1 0 -1 -1 1 0 0 -1 0 -1 1 0 -1 0 0 0 0
5789	1 0 1 1 3 -4 -6 3 -2 1 -1 -4 -1 4 -2 -2 -4
5789	1 0 1 1 1 0 -2 1 0 1 1 -2 -1 0 -2 0 -2
5789	1 0 1 1 3 -2 -6 1 -2 1 1 -4 -1 2 -2 0 -2
5797	1 -2 -1 -2 -2 3 6 -1 0 -1 1 4 1 -4 2 2 2
5797	1 0 1 2 2 -1 -4 1 -2 1 1 -2 -1 0 -2 0 -2
5797	3 -2 1 0 2 -1 -2 1 -2 1 1 -2 -1 0 -2 0 -2
5797	1 0 1 2 2 -3 -6 1 -2 1 1 -4 -1 2 -2 0 -2
5801	1 0 0 1 4 -3 -6 1 -2 1 1 -4 -1 2 -2 0 -2
5801	1 0 0 1 2 -1 -4 1 -2 1 1 -2 -1 2 -2 0 -2
5801	1 0 0 1 2 -3 -4 1 -2 1 -1 -2 -1 2 -2 0 -2
5801	1 0 2 3 2 -3 -6 1 -2 1 -1 -4 -1 2 -2 0 -2
5804	0 2 1 1 2 -3 -6 1 0 1 -1 -4 -1 4 -2 -2 -2
5804	0 0 1 1 0 -1 -2 1 -2 -1 -1 -2 1 0 0 0 0
5804	2 0 1 1 2 -5 -6 3 -2 1 -1 -4 -1 4 -2 -2 -4
5804	2 0 1 1 2 -1 -4 1 -2 1 1 -2 -1 0 -2 0 -2
5826	0 1 0 0 0 0 -1 -1 0 1 1 0 -1 0 -2 0 0
5826	2 -1 0 0 2 -2 -3 1 -2 1 1 -2 -1 0 -2 0 -2
5826	2 -1 0 0 2 -2 -3 1 -2 1 1 -2 -1 2 -2 0 -2
5826	0 1 0 0 2 -2 -3 1 0 1 -1 -2 -1 2 -2 0 -2
5862	0 1 -1 0 0 1 1 -1 2 1 1 0 -1 0 0 0 0
5862	0 1 1 0 0 -3 -3 3 0 1 -3 -2 1 4 0 -2 -2
5862	2 -1 1 0 2 -1 -3 1 -2 -1 1 -2 -1 0 -2 0 -2
5862	2 -1 1 0 2 -1 -3 1 -2 1 1 -2 -1 0 -2 0 -2
5877	1 0 1 0 1 -3 -3 1 0 1 -1 -2 -1 2 -2 -2 -2
5877	3 -2 1 0 3 -1 -3 1 -4 -1 1 -2 -1 0 -2 0 -2
5877	1 0 1 2 1 -1 -3 1 -2 1 1 -2 -1 0 -2 0 -2
5877	1 0 1 0 3 -3 -5 1 -2 1 1 -4 -1 2 -2 0 -2
5896	0 0 0 1 2 -2 -4 0 -1 1 1 -2 -1 2 -2 0 -2
5896	2 -2 0 -1 0 2 2 -2 -1 -1 1 2 1 -2 0 0 0
5896	0 0 0 1 0 -2 -2 2 -1 1 -1 -2 -1 2 0 0 0
5896	0 2 0 1 2 -4 -6 2 -1 1 -1 -4 -1 4 -2 -2 -2
5927	1 -1 -1 0 0 1 2 -2 -1 -1 1 2 1 -2 0 0 0
5927	1 -1 -1 -2 0 1 2 -2 1 -1 1 2 1 -2 0 0 0
5927	1 -1 -1 -2 0 3 4 -2 1 -1 1 2 1 -2 0 0 0
5927	1 1 1 0 2 -5 -6 2 -1 1 -1 -4 -1 4 -2 -2 -2
5932	0 0 1 1 2 -1 -4 0 -1 1 1 -2 -1 2 -2 0 -2
5932	2 -2 -1 -1 0 1 2 -2 -1 -1 1 2 1 -2 0 0 0
5932	0 0 1 1 0 -1 -2 2 -1 1 -1 -2 -1 2 0 0 0
5932	0 2 1 1 2 -3 -6 2 -1 1 -1 -4 -1 4 -2 -2 -2
5950	2 -1 1 1 3 -1 -4 0 -3 -1 1 -2 -1 0 -2 0 -2
5950	2 -1 1 1 1 -1 -2 0 -1 1 1 -2 -1 0 -2 0 -2
5950	2 -1 -1 -1 1 1 2 -2 -1 -1 1 2 1 -2 0 0 0
5950	2 -3 -1 -3 -1 3 6 -2 -1 -3 1 4 3 -4 2 0 2
5993	1 0 0 1 2 -1 -3 0 -1 1 1 -2 -1 0 -2 0 -2
5993	1 0 0 1 2 -1 -3 0 -1 1 1 -2 -1 2 -2 0 -2
5993	1 -2 0 -1 0 1 3 -2 -1 -1 1 2 1 -2 0 0 0
5993	1 -2 0 -1 0 3 3 -2 1 -1 1 2 1 -2 0 0 0
6001	1 0 0 0 3 -1 -3 0 -1 1 1 -2 -1 2 -2 0 -2
6001	1 0 0 0 1 1 1 -2 -1 -1 1 0 1 -2 0 0 0
6001	1 0 0 0 1 -3 -3 2 -1 1 -1 -2 -1 2 -2 0 -2
6001	1 0 0 0 1 -1 -1 0 -1 -1 1 -2 -1 0 0 0 0
6005	3 -2 1 0 3 -1 -3 0 -3 -1 1 -2 -1 0 -2 0 -2
6005	1 0 1 2 1 -1 -3 0 -1 1 1 -2 -1 0 -2 0 -2
6005	1 -2 -1 -2 -1 3 5 -2 1 -1 1 4 1 -2 0 0 0
6005	1 -2 -1 -2 -1 3 5 -2 -1 -3 1 4 3 -4 2 0 2
6023	1 1 1 2 4 -2 -6 1 -3 1 1 -4 -1 2 -2 0 -2
6023	1 1 1 0 2 -2 -4 1 -1 1 -1 -2 -1 2 -2 0 -2
6023	1 -1 -1 -2 -2 2 4 -1 1 -1 1 2 1 -2 2 0 2
6023	1 -1 -1 -2 -2 0 4 1 1 -1 -1 2 1 0 2 -2 0
6034	2 -1 0 0 1 -2 -2 1 -1 1 1 -2 -1 0 -2 0 -2
6034	0 1 0 2 3 -2 -6 1 -1 1 1 -4 -1 2 -2 0 -2
6034	2 -1 0 0 3 -2 -4 1 -3 1 1 -2 -1 2 -2 0 -2
6034	0 1 0 2 1 -2 -4 1 -1 1 -1 -2 -1 2 -2 0 -2
6093	1 0 1 1 2 -4 -5 3 -1 1 -1 -4 -1 4 -2 -2 -4
6093	3 -2 1 1 2 -2 -3 1 -3 1 1 -2 -1 0 -2 0 -2
6093	1 0 1 1 2 0 -3 1 -1 1 1 -2 -1 0 -2 0 -2
6093	1 0 1 1 2 -2 -5 1 -1 1 1 -4 -1 2 -2 0 -2
6117	3 -2 1 0 2 -1 -3 1 -3 -1 1 -2 -1 0 -2 0 -2
6117	1 0 1 0 2 -1 -3 1 -1 1 1 -2 -1 0 -2 0 -2
6117	1 0 1 2 2 -3 -5 1 -3 1 1 -4 -1 2 -2 0 -2
6117	1 0 1 2 4 -3 -7 1 -3 1 1 -4 -1 2 -2 0 -2
6158	2 -1 1 1 2 0 -2 0 -2 0 0 -1 -1 0 -2 0 -2
6158	0 1 1 1 2 -2 -4 0 0 2 0 -3 -1 2 -2 0 -2
6158	0 1 1 1 0 -4 -4 4 0 2 -2 -3 -1 4 0 -2 -2
6158	0 1 1 1 0 -4 -4 2 0 2 -2 -3 -1 4 -2 -2 -2
6266	2 -1 0 1 3 -1 -3 0 -2 0 2 -3 -1 0 -2 0 -2
6266	0 1 0 1 1 -1 -3 0 0 2 0 -1 -1 2 -2 0 -2
6266	2 -1 0 -1 1 1 1 -2 -2 -2 2 1 1 -2 0 0 0
6266	0 1 0 1 1 -5 -5 2 0 2 -2 -3 -1 4 -2 -2 -2
6323	1 1 2 2 3 -5 -8 3 -2 2 -2 -5 -1 4 -4 -2 -4
6323	1 -1 0 -2 -1 3 4 -1 0 -2 0 3 1 -2 2 0 2
6323	1 1 0 2 3 -3 -6 1 -2 2 0 -3 -1 2 -2 0 -2
6323	1 -1 0 0 1 -1 -2 1 0 2 0 -1 -1 2 -2 0 -2
6336	0 2 2 2 4 -6 -11 3 -2 2 -2 -7 -1 6 -4 -2 -4
6336	0 2 0 2 2 -2 -5 1 0 2 0 -3 -1 2 -2 0 -2
6336	0 0 0 0 2 -2 -3 1 0 2 0 -1 -1 2 -2 0 -2
6336	0 0 0 0 0 0 1 -1 0 0 0 1 -1 0 0 0 0
6339	1 -1 0 -2 -2 2 5 -1 0 -2 0 3 1 -2 2 0 2
6339	1 -1 0 0 2 0 -1 -1 -2 0 2 -1 -1 -2 -2 2 0
6339	1 -1 0 0 0 0 1 -1 0 0 0 1 -1 0 0 0 0
6339	1 -1 0 0 0 -2 -1 1 -2 0 0 -1 1 0 0 0 0
6371	1 1 0 2 2 -3 -5 1 -2 2 0 -3 -1 2 -2 0 -2
6371	1 -1 0 -2 -2 3 5 -1 0 -2 0 3 1 -2 2 0 2
6371	1 -1 0 0 2 1 -1 -1 -2 0 2 -1 -1 -2 -2 2 0
6371	1 -1 0 0 0 1 1 -1 0 0 0 1 -1 0 0 0 0
6377	1 0 0 1 2 -3 -5 1 -2 0 0 -3 -1 2 -2 0 -2
6377	1 -2 0 -1 -2 3 5 -1 0 -2 0 3 1 -2 2 0 2
6377	1 0 0 1 2 1 -1 -1 -2 0 2 -1 -1 -2 -2 2 0
6377	1 0 2 1 2 -1 -3 1 -2 0 0 -3 -1 0 -2 0 -2
6393	1 0 0 1 3 -3 -5 1 -2 0 0 -3 -1 2 -2 0 -2
6393	1 0 0 1 3 -3 -5 1 -2 2 0 -3 -1 2 -2 0 -2
6393	1 0 0 1 1 -1 -3 1 0 2 0 -1 -1 2 -2 0 -2
6393	1 0 0 1 1 1 -1 -1 -2 0 2 -1 -1 -2 -2 2 0
6406	2 -1 1 0 2 0 -2 0 -1 0 0 -1 -1 0 -2 0 -2
6406	0 1 1 2 2 -2 -4 0 -1 2 0 -3 -1 2 -2 0 -2
6406	2 -1 -1 -2 2 2 2 -2 -1 -2 2 1 1 -2 0 0 0
6406	0 1 1 0 0 -4 -4 2 1 2 -2 -3 -1 4 -2 -2 -2
6446	2 -1 1 1 4 -1 -4 0 -3 0 2 -3 -1 0 -2 0 -2
6446	0 1 1 1 2 -1 -4 0 -1 0 0 -3 -1 2 -2 0 -2
6446	0 1 1 1 2 -5 -6 2 -1 2 -2 -3 -1 4 -2 -2 -2
6446	0 1 1 1 0 -3 -4 2 1 2 -2 -3 -1 4 -2 -2 -2
6454	2 -1 1 2 3 -1 -4 0 -3 0 2 -3 -1 0 -2 0 -2
6454	2 -1 1 0 1 -1 -2 0 -1 0 0 -1 -1 0 -2 0 -2
6454	2 -1 -1 -2 1 1 2 -2 -1 -2 2 1 1 -2 0 0 0
6454	0 1 1 2 1 -5 -6 2 -1 2 -2 -3 -1 4 -2 -2 -2
6494	2 -1 1 1 1 0 -1 0 -1 0 0 -1 -1 0 -2 0 -2
6494	0 1 1 1 3 -2 -5 0 -1 0 0 -3 -1 2 -2 0 -2
6494	2 -1 -1 -1 1 2 1 -2 -1 -2 2 1 1 -2 0 0 0
6494	0 1 1 1 1 -4 -5 2 -1 2 -2 -3 -1 4 -2 -2 -2
6545	1 0 0 0 1 0 -2 -1 -1 0 2 -1 -1 0 -2 0 0
6545	1 0 0 0 3 -2 -4 1 -1 0 0 -3 -1 2 -2 0 -2
6545	1 -2 0 -2 -1 2 4 -1 -1 -2 0 3 1 -2 2 0 2
6545	1 0 0 0 1 -2 -2 1 -1 2 0 -1 -1 2 -2 0 -2
6551	3 -1 1 0 3 -2 -4 1 -3 0 2 -3 -1 0 -2 0 -2
6551	1 -1 1 0 1 -2 -2 1 -3 0 0 -1 1 0 0 0 0
6551	1 1 1 2 3 -2 -6 1 -3 0 0 -3 -1 2 -2 0 -2
6551	1 -1 -1 -2 -1 2 4 -1 1 -2 0 3 1 -2 2 0 2
6562	2 -1 0 0 2 -1 -2 1 -1 0 0 -1 -1 0 -2 0 -2
6562	0 1 0 2 2 -3 -6 1 -1 2 0 -3 -1 2 -2 0 -2
6562	0 1 0 2 2 -3 -4 1 -1 2 0 -3 -1 2 -2 0 -2
6562	0 1 0 0 0 -1 -2 1 1 2 0 -1 -1 2 -2 0 -2
6581	1 0 1 0 1 -1 -2 -1 -1 0 0 -1 -1 0 -2 0 0
6581	1 0 1 0 1 -1 -2 1 -3 0 0 -1 1 0 0 0 0
6581	1 0 1 0 1 -1 -2 1 -1 0 0 -1 -1 0 -2 0 -2
6581	1 -2 -1 -2 -3 5 8 -3 1 -2 2 5 1 -6 2 2 4
6602	0 1 0 1 2 -2 -5 1 -1 0 0 -3 -1 2 -2 0 -2
6602	0 1 0 1 2 -4 -5 1 -1 2 0 -3 -1 2 -2 0 -2
6602	0 1 0 3 2 -2 -5 1 -1 2 0 -3 -1 2 -2 0 -2
6602	0 1 0 1 0 0 -1 -1 1 0 0 -1 -1 0 0 0 0
6623	1 -1 1 1 1 0 -1 1 -1 0 0 -1 -1 0 -2 0 -2
6623	1 -1 1 1 3 -2 -5 1 -3 0 0 -3 -1 2 -2 0 -2
6623	1 1 1 1 3 -2 -5 1 -3 0 0 -3 -1 2 -2 0 -2
6623	1 -1 -1 -3 -1 2 5 -1 1 -2 0 3 1 -2 2 0 2
6645	1 -2 -1 -2 -1 3 5 -1 -1 -2 2 3 1 -4 2 2 2
6645	3 -2 1 0 3 -1 -3 1 -3 0 2 -3 -1 0 -2 0 -2
6645	1 0 1 0 1 -3 -3 3 -1 0 -2 -3 1 2 0 -2 -2
6645	1 0 1 2 1 -1 -3 1 -1 0 0 -3 -1 0 -2 0 -2
6686	0 1 1 1 1 -2 -4 0 0 1 0 -3 -1 2 -2 0 -2
6686	0 1 1 3 3 -2 -6 0 -2 1 0 -3 -1 2 -2 0 -2
6686	2 -1 1 1 3 -2 -4 2 -2 1 0 -3 -1 2 -2 0 -4
6686	0 1 1 1 -1 -2 -2 2 0 1 -2 -1 -1 2 0 0 0
6692	0 0 1 2 2 -1 -4 0 0 1 0 -3 -1 2 -2 0 -2
6692	2 0 3 2 4 -3 -8 2 -4 1 0 -5 -1 2 -4 0 -4
6692	2 -2 -1 -2 0 3 4 -2 0 -1 2 3 1 -2 0 0 0
6692	2 0 1 0 2 -3 -4 2 -2 1 0 -3 -1 2 -2 -2 -2
6713	1 0 0 1 1 -1 -2 0 0 1 0 -1 -1 0 -2 0 -2
6713	1 -2 -2 -3 -1 5 8 -4 2 -3 2 5 1 -4 2 0 2
6713	1 0 2 1 1 -3 -4 2 -2 -1 -2 -3 1 2 0 -2 -2
6713	1 0 0 1 1 -3 -4 2 -2 1 0 -3 -1 2 -2 0 -2
6755	3 -1 2 2 4 -3 -7 2 -4 1 0 -5 -1 2 -4 0 -4
6755	1 -1 0 0 0 1 1 -2 0 -1 0 1 1 -2 0 0 0
6755	1 -1 0 0 2 -1 -1 0 -2 -1 0 -1 1 0 0 0 -2
6755	1 1 0 0 2 -3 -5 2 -2 1 0 -3 -1 2 -2 0 -2
6780	0 0 1 1 1 -1 -3 0 0 1 0 -1 -1 2 -2 0 -2
6780	0 0 1 1 -1 -1 -1 2 0 1 -2 -1 -1 2 0 0 0
6780	0 0 1 1 -1 -1 -1 2 0 1 0 -1 -1 0 0 0 0
6780	0 2 1 1 1 -3 -5 2 0 1 -2 -3 -1 4 -2 -2 -2
6802	0 1 0 0 1 0 -2 -1 0 1 2 -1 -1 0 -2 0 0
6802	0 1 0 2 1 -2 -4 1 0 1 0 -3 -1 2 -2 0 -2
6802	0 1 0 2 3 -2 -6 1 -2 1 0 -3 -1 2 -2 0 -2
6802	0 1 0 0 3 -2 -4 1 0 1 0 -3 -1 2 -2 0 -2
6803	1 1 2 2 3 -4 -8 3 -2 3 0 -5 -3 4 -4 0 -4
6803	1 1 2 2 3 -4 -8 1 -4 1 0 -5 -1 2 -4 0 -2
6803	1 -1 0 -2 -1 2 4 -1 0 -1 0 3 1 -2 2 0 2
6803	1 1 0 2 3 -2 -6 1 -2 1 0 -3 -1 2 -2 0 -2
6833	1 0 0 0 1 -1 -2 1 0 1 0 -1 -1 0 -2 0 -2
6833	1 0 0 2 3 -3 -6 1 -2 1 0 -3 -1 2 -2 0 -2
6833	1 0 0 0 3 -3 -4 1 -2 1 0 -3 -1 2 -2 0 -2
6833	1 0 0 0 1 -1 -2 1 0 1 0 -1 -1 2 -2 0 -2
6856	0 2 2 3 4 -6 -11 3 -2 3 -2 -7 -1 6 -4 -2 -4
6856	0 2 0 1 2 -2 -5 1 0 1 0 -3 -1 2 -2 0 -2
6856	0 0 0 1 2 -2 -3 1 0 1 0 -3 -1 2 -2 0 -2
6856	0 0 0 1 2 0 -3 -1 -2 1 2 -1 -1 0 -2 2 0
6872	0 0 0 1 1 -2 -3 1 0 1 0 -3 -1 2 -2 0 -2
6872	2 0 0 1 3 -2 -5 1 -2 1 0 -3 -1 2 -2 0 -2
6872	0 0 0 1 1 -2 -3 1 0 3 0 -1 -1 2 -2 0 -2
6872	0 0 0 1 1 0 -1 -1 0 -1 0 -1 -1 0 0 0 0
6874	0 1 0 1 1 -2 -3 1 0 1 0 -3 -1 2 -2 0 -2
6874	0 1 0 1 3 -2 -5 1 -2 1 0 -3 -1 2 -2 0 -2
6874	0 1 0 1 3 -2 -5 1 0 1 0 -3 -1 2 -2 0 -2
6874	0 1 0 1 1 -2 -3 1 0 3 0 -1 -1 2 -2 0 -2
6899	1 -1 0 0 1 -1 -1 1 0 1 0 -1 -1 0 -2 0 -2
6899	1 1 0 0 3 -3 -5 1 -2 1 0 -3 -1 2 -2 0 -2
6899	1 -1 0 0 1 -1 -1 1 -2 -1 0 -1 1 0 0 0 0
6899	1 1 2 2 3 -5 -7 3 -2 1 -2 -5 -1 4 -2 -2 -4
6900	2 0 1 2 3 -5 -7 3 -2 1 -2 -5 -1 4 -2 -2 -4
6900	0 2 1 2 3 -3 -7 1 -2 1 0 -5 -1 2 -2 0 -2
6900	0 0 1 2 1 -3 -5 1 -2 1 0 -3 -1 2 -2 0 -2
6900	2 0 1 0 3 -3 -5 1 -2 1 0 -3 -1 2 -2 0 -2
6911	1 -1 1 -1 1 -1 -1 1 -2 -1 0 -1 1 0 0 0 0
6911	1 1 1 3 3 -3 -7 1 -2 1 0 -5 -1 2 -2 0 -2
6911	1 1 1 1 1 -3 -5 1 -2 1 0 -3 -1 2 -2 0 -2
6911	1 -1 1 1 3 -3 -5 1 -2 1 0 -3 -1 2 -2 0 -2
6914	2 -1 0 0 2 0 -2 0 -1 1 2 -1 -1 0 -2 0 -2
6914	0 1 0 2 2 -2 -4 0 -1 1 0 -3 -1 2 -2 0 -2
6914	0 1 0 0 0 -2 -2 2 -1 1 0 -1 -1 2 0 0 0
6914	0 1 0 0 2 -2 -4 2 -1 1 0 -3 -1 2 -2 0 -2
6927	1 1 1 1 2 -2 -4 0 -1 1 0 -3 -1 2 -2 0 -2
6927	1 -1 -1 -1 0 2 2 -2 1 -1 2 1 1 -2 0 0 0
6927	1 -1 -1 -1 2 2 2 -2 -1 -1 2 1 1 -2 0 0 0
6927	1 1 1 1 2 -4 -6 2 -1 1 -2 -3 -1 4 -2 -2 -2
6929	1 -2 0 0 1 2 2 -2 -1 -1 2 1 1 -2 0 0 0
6929	1 -2 0 -2 -1 2 4 -2 1 -1 0 3 1 -2 0 0 0
6929	1 0 0 0 1 0 -2 0 -1 1 2 -1 -1 0 -2 0 0
6929	1 0 0 0 1 -2 -2 0 -1 1 0 -1 -1 0 -2 0 0
7009	1 0 0 0 2 -1 -3 0 -1 1 0 -1 -1 2 -2 0 -2
7009	1 0 2 2 4 -3 -7 2 -3 1 0 -5 -1 2 -4 0 -4
7009	1 0 0 0 0 -1 -1 2 -1 1 0 -1 -1 0 0 0 0
7009	1 2 2 2 4 -7 -11 4 -3 3 -2 -7 -1 6 -4 -2 -4
7014	0 1 1 2 2 -3 -5 0 -1 1 0 -3 -1 2 -2 0 -2
7014	0 1 1 2 2 -1 -5 0 -1 1 0 -3 -1 2 -2 0 -2
7014	2 -1 -1 -2 2 1 1 -2 -1 -1 2 1 1 -2 0 0 0
7014	2 -1 1 0 2 -1 -3 0 -3 -1 0 -1 1 0 -2 0 -2
7016	0 0 0 1 2 -1 -3 0 -1 1 0 -1 -1 2 -2 0 -2
7016	2 0 2 1 4 -3 -7 2 -3 1 0 -5 -1 2 -4 0 -4
7016	0 0 0 1 0 -1 -1 2 -1 1 0 -1 -1 0 0 0 0
7016	0 2 2 3 4 -7 -11 4 -3 3 -2 -7 -1 6 -4 -2 -4
7036	0 0 1 1 1 -1 -3 0 -1 1 0 -1 -1 2 -2 0 -2
7036	2 -2 -1 -1 1 1 1 -2 -1 -1 2 1 1 -2 0 0 0
7036	0 0 1 1 -1 -1 -1 2 -1 1 0 -1 -1 0 0 0 0
7036	0 2 1 1 3 -5 -7 2 -1 1 -2 -5 -1 4 -2 -2 -2
7041	1 0 0 0 2 0 -2 -1 -1 1 2 -1 -1 0 -2 0 0
7041	1 0 0 0 2 -2 -4 1 -1 1 0 -3 -1 2 -2 0 -2
7041	1 0 0 2 2 -2 -4 1 -1 1 0 -3 -1 2 -2 0 -2
7041	1 0 0 0 2 -2 -4 1 -1 1 0 -1 -1 2 -2 0 -2
7043	1 1 0 0 2 -2 -4 1 -1 1 0 -3 -1 2 -2 0 -2
7043	1 -1 0 -2 -2 2 4 -1 1 -1 0 3 1 -2 2 0 2
7043	3 -1 2 2 4 -4 -8 3 -5 1 0 -5 -1 2 -4 0 -4
7043	1 1 2 2 2 -4 -6 3 -1 1 -2 -5 -1 4 -2 -2 -4
7058	0 1 2 2 3 -4 -8 1 -3 1 0 -5 -1 2 -4 0 -2
7058	2 -1 0 0 1 -2 -2 1 -1 1 0 -1 -1 0 -2 0 -2
7058	0 1 0 2 1 -2 -4 1 -1 1 0 -3 -1 2 -2 0 -2
7058	0 1 0 2 3 -2 -6 1 -1 1 0 -3 -1 2 -2 0 -2
